web-scraper-order,web-scraper-start-url,rooms_area_price_raw,address_raw,price_raw,description_raw,text_raw
"1727116426-50","https://www.immoscout24.ch/de/wohnung/mieten/ort-winterthur?pn=7","","Turmstrasse 80, 8400 Winterthur","","","4.5 Zimmer, 114m², CHF 3’480.– Turmstrasse 80, 8400 Winterthur4.5 Zimmer-Gartenwohnung an Toplage in Winterthur Leben und Wohnen im Zentrum von Winterthur Zentral und doch sehr ruhig gelegen befindet sich das Mehrfamilienhaus mit insgesamt 11 Wohneinheiten. Die vielfältige Nachbarschaft besteht aus Einfamilienhäusern aus der Industrieepoche, modernenMehrfamilienhäusern, einer historischen &amp; intakten Seilerei und schmucken Chalets.Sämtliche Wohnungen werden durch das Treppenhaus erschlossen und sind rollstuhlgängig. Mit dem Lift gelangt man direkt vor die jeweiligen Wohnungen. Im Untergeschoss stehen der Liegenschaft Kellerräume zur Verfügung. Die Wärmeerzeugung erfolgt mittels umweltfreundlicher Erdsonden-Wärmepumpe. Zusätzlich ist auf dem Dach eine Photovoltaikanlage geplant. Das Mehrfamilienhaus wird Minergie zertifiziert.Die charmante 4.5 Zimmer-Gartenwohnung überzeugt durch folgende Merkmale:- Moderne Küche- Zwei Badezimmer, eines mit Dusche und eines mit Badewanne- Kellerabteil vorhanden- Waschturm in der Wohnung vorhanden- Grosszügiger Sitzplatz und privater Gartengood to know:- es kann kein Parkplatz zur Wohnung dazu gemietet werden"
"1727116426-51","https://www.immoscout24.ch/de/wohnung/mieten/ort-winterthur?pn=7","","","CHF 3’480.–","","4.5 Zimmer, 114m², CHF 3’480.– Turmstrasse 80, 8400 Winterthur4.5 Zimmer-Gartenwohnung an Toplage in Winterthur Leben und Wohnen im Zentrum von Winterthur Zentral und doch sehr ruhig gelegen befindet sich das Mehrfamilienhaus mit insgesamt 11 Wohneinheiten. Die vielfältige Nachbarschaft besteht aus Einfamilienhäusern aus der Industrieepoche, modernenMehrfamilienhäusern, einer historischen &amp; intakten Seilerei und schmucken Chalets.Sämtliche Wohnungen werden durch das Treppenhaus erschlossen und sind rollstuhlgängig. Mit dem Lift gelangt man direkt vor die jeweiligen Wohnungen. Im Untergeschoss stehen der Liegenschaft Kellerräume zur Verfügung. Die Wärmeerzeugung erfolgt mittels umweltfreundlicher Erdsonden-Wärmepumpe. Zusätzlich ist auf dem Dach eine Photovoltaikanlage geplant. Das Mehrfamilienhaus wird Minergie zertifiziert.Die charmante 4.5 Zimmer-Gartenwohnung überzeugt durch folgende Merkmale:- Moderne Küche- Zwei Badezimmer, eines mit Dusche und eines mit Badewanne- Kellerabteil vorhanden- Waschturm in der Wohnung vorhanden- Grosszügiger Sitzplatz und privater Gartengood to know:- es kann kein Parkplatz zur Wohnung dazu gemietet werden"
"1727116426-52","https://www.immoscout24.ch/de/wohnung/mieten/ort-winterthur?pn=7","","","","4.5 Zimmer-Gartenwohnung an Toplage in Winterthur","4.5 Zimmer, 114m², CHF 3’480.– Turmstrasse 80, 8400 Winterthur4.5 Zimmer-Gartenwohnung an Toplage in Winterthur Leben und Wohnen im Zentrum von Winterthur Zentral und doch sehr ruhig gelegen befindet sich das Mehrfamilienhaus mit insgesamt 11 Wohneinheiten. Die vielfältige Nachbarschaft besteht aus Einfamilienhäusern aus der Industrieepoche, modernenMehrfamilienhäusern, einer historischen &amp; intakten Seilerei und schmucken Chalets.Sämtliche Wohnungen werden durch das Treppenhaus erschlossen und sind rollstuhlgängig. Mit dem Lift gelangt man direkt vor die jeweiligen Wohnungen. Im Untergeschoss stehen der Liegenschaft Kellerräume zur Verfügung. Die Wärmeerzeugung erfolgt mittels umweltfreundlicher Erdsonden-Wärmepumpe. Zusätzlich ist auf dem Dach eine Photovoltaikanlage geplant. Das Mehrfamilienhaus wird Minergie zertifiziert.Die charmante 4.5 Zimmer-Gartenwohnung überzeugt durch folgende Merkmale:- Moderne Küche- Zwei Badezimmer, eines mit Dusche und eines mit Badewanne- Kellerabteil vorhanden- Waschturm in der Wohnung vorhanden- Grosszügiger Sitzplatz und privater Gartengood to know:- es kann kein Parkplatz zur Wohnung dazu gemietet werden"
"1727116426-53","https://www.immoscout24.ch/de/wohnung/mieten/ort-winterthur?pn=7","3.5 Zimmer, CHF 2’120.–","","","","3.5 Zimmer, CHF 2’120.– Bühlackerweg 5, 8405 WinterthurWohnen mit Ausblick ins Grüne und Cheminée Wohnungsbesichtigung:Montag, 23.09.24 / 17.15 - 18.00 UhrDienstag, 24.09.24 / 17.15 - 18.00 Uhr(Besichtigung ohne Voranmeldung, klingeln bei U. Graf-Hausner)Das Mehrfamilienhaus liegt ruhig gelegen und mit schöner Aussicht am Stadtrand von Winterthur. Die öffentlichen Verkehrsmittel (2er Bus), Einkaufsmöglichkeiten und auch das Naherholungsgebiet rund um den Eschenberg sind innert Kürze zu erreichen.Die Maisonette-Wohnung verfügt im Grundgeschoss über einen hellen Plattenboden, im Obergeschoss ist ein Parkettboden verlegt.Die Täferdecken, die Dachschräge, das Cheminée und der Balkon mit der schönen Aussicht verleihen der Wohnung viel Charme und ein heimeliges Ambiente.Die offene Küche bietet viel Stauraum und lädt zum Kochen ein.Die Wohnung verfügt über zwei Nasszellen (WC/Bad und WC/Dusche).Auf Wunsch kann zusätzliche ein Bastelraum und ein oder mehrere Garagenplätze zugemietet werden."
"1727116426-54","https://www.immoscout24.ch/de/wohnung/mieten/ort-winterthur?pn=7","","Bühlackerweg 5, 8405 Winterthur","","","3.5 Zimmer, CHF 2’120.– Bühlackerweg 5, 8405 WinterthurWohnen mit Ausblick ins Grüne und Cheminée Wohnungsbesichtigung:Montag, 23.09.24 / 17.15 - 18.00 UhrDienstag, 24.09.24 / 17.15 - 18.00 Uhr(Besichtigung ohne Voranmeldung, klingeln bei U. Graf-Hausner)Das Mehrfamilienhaus liegt ruhig gelegen und mit schöner Aussicht am Stadtrand von Winterthur. Die öffentlichen Verkehrsmittel (2er Bus), Einkaufsmöglichkeiten und auch das Naherholungsgebiet rund um den Eschenberg sind innert Kürze zu erreichen.Die Maisonette-Wohnung verfügt im Grundgeschoss über einen hellen Plattenboden, im Obergeschoss ist ein Parkettboden verlegt.Die Täferdecken, die Dachschräge, das Cheminée und der Balkon mit der schönen Aussicht verleihen der Wohnung viel Charme und ein heimeliges Ambiente.Die offene Küche bietet viel Stauraum und lädt zum Kochen ein.Die Wohnung verfügt über zwei Nasszellen (WC/Bad und WC/Dusche).Auf Wunsch kann zusätzliche ein Bastelraum und ein oder mehrere Garagenplätze zugemietet werden."
"1727116426-55","https://www.immoscout24.ch/de/wohnung/mieten/ort-winterthur?pn=7","","","CHF 2’120.–","","3.5 Zimmer, CHF 2’120.– Bühlackerweg 5, 8405 WinterthurWohnen mit Ausblick ins Grüne und Cheminée Wohnungsbesichtigung:Montag, 23.09.24 / 17.15 - 18.00 UhrDienstag, 24.09.24 / 17.15 - 18.00 Uhr(Besichtigung ohne Voranmeldung, klingeln bei U. Graf-Hausner)Das Mehrfamilienhaus liegt ruhig gelegen und mit schöner Aussicht am Stadtrand von Winterthur. Die öffentlichen Verkehrsmittel (2er Bus), Einkaufsmöglichkeiten und auch das Naherholungsgebiet rund um den Eschenberg sind innert Kürze zu erreichen.Die Maisonette-Wohnung verfügt im Grundgeschoss über einen hellen Plattenboden, im Obergeschoss ist ein Parkettboden verlegt.Die Täferdecken, die Dachschräge, das Cheminée und der Balkon mit der schönen Aussicht verleihen der Wohnung viel Charme und ein heimeliges Ambiente.Die offene Küche bietet viel Stauraum und lädt zum Kochen ein.Die Wohnung verfügt über zwei Nasszellen (WC/Bad und WC/Dusche).Auf Wunsch kann zusätzliche ein Bastelraum und ein oder mehrere Garagenplätze zugemietet werden."
"1727116426-56","https://www.immoscout24.ch/de/wohnung/mieten/ort-winterthur?pn=7","","","","Wohnen mit Ausblick ins Grüne und Cheminée","3.5 Zimmer, CHF 2’120.– Bühlackerweg 5, 8405 WinterthurWohnen mit Ausblick ins Grüne und Cheminée Wohnungsbesichtigung:Montag, 23.09.24 / 17.15 - 18.00 UhrDienstag, 24.09.24 / 17.15 - 18.00 Uhr(Besichtigung ohne Voranmeldung, klingeln bei U. Graf-Hausner)Das Mehrfamilienhaus liegt ruhig gelegen und mit schöner Aussicht am Stadtrand von Winterthur. Die öffentlichen Verkehrsmittel (2er Bus), Einkaufsmöglichkeiten und auch das Naherholungsgebiet rund um den Eschenberg sind innert Kürze zu erreichen.Die Maisonette-Wohnung verfügt im Grundgeschoss über einen hellen Plattenboden, im Obergeschoss ist ein Parkettboden verlegt.Die Täferdecken, die Dachschräge, das Cheminée und der Balkon mit der schönen Aussicht verleihen der Wohnung viel Charme und ein heimeliges Ambiente.Die offene Küche bietet viel Stauraum und lädt zum Kochen ein.Die Wohnung verfügt über zwei Nasszellen (WC/Bad und WC/Dusche).Auf Wunsch kann zusätzliche ein Bastelraum und ein oder mehrere Garagenplätze zugemietet werden."
"1727116426-57","https://www.immoscout24.ch/de/wohnung/mieten/ort-winterthur?pn=7","4.5 Zimmer, CHF 2’330.–","","","","4.5 Zimmer, CHF 2’330.– Untere Briggerstrasse 19, 8406 Winterthur4,5 Zimmer-Wohnung nahe der Storchenbrücke per 01.11.2024 Diese gemütliche Wohnung befindet sich in einem familiären Mehrfamilienhaus an bester Lage.Mit dem Velo erreichen Sie den urbanen Stadtteil von Winterthur in nur einer Minute und über die nahegelegene Storchenbrücke sind Sie in acht Minuten in der Altstadt.Die Bushaltestelle Tössfeld befindet sich unmittelbar neben dem Hauseingang und die Autobahneinfahrt Töss ist 1700 Meter entfernt. Das Mehrfamilienhaus wurde 2017 komplett saniert und besteht aus vier Mietparteien.Im Jahr 2024 wurde eine umweltfreundliche Erdsonden Heizanlage installiert. Die Nebenkosten werden dadurch tief gehalten. Ausstattung:- Eingangsbereich und Nasszellen mit BodenplattenWohn- und Schlafzimmer mit Parkettboden- Helle offene, moderne Küche mit Geschirrspüler- Bad/WC mit Waschturm- 2 grosszügige BalkoneEin Aussenparkplatz kann für Fr. 68.- dazu gemietet werden.Haustiere sind nicht erlaubt.Haben Sie Fragen, kontaktieren Sie uns bitte."
"1727116426-58","https://www.immoscout24.ch/de/wohnung/mieten/ort-winterthur?pn=7","","Untere Briggerstrasse 19, 8406 Winterthur","","","4.5 Zimmer, CHF 2’330.– Untere Briggerstrasse 19, 8406 Winterthur4,5 Zimmer-Wohnung nahe der Storchenbrücke per 01.11.2024 Diese gemütliche Wohnung befindet sich in einem familiären Mehrfamilienhaus an bester Lage.Mit dem Velo erreichen Sie den urbanen Stadtteil von Winterthur in nur einer Minute und über die nahegelegene Storchenbrücke sind Sie in acht Minuten in der Altstadt.Die Bushaltestelle Tössfeld befindet sich unmittelbar neben dem Hauseingang und die Autobahneinfahrt Töss ist 1700 Meter entfernt. Das Mehrfamilienhaus wurde 2017 komplett saniert und besteht aus vier Mietparteien.Im Jahr 2024 wurde eine umweltfreundliche Erdsonden Heizanlage installiert. Die Nebenkosten werden dadurch tief gehalten. Ausstattung:- Eingangsbereich und Nasszellen mit BodenplattenWohn- und Schlafzimmer mit Parkettboden- Helle offene, moderne Küche mit Geschirrspüler- Bad/WC mit Waschturm- 2 grosszügige BalkoneEin Aussenparkplatz kann für Fr. 68.- dazu gemietet werden.Haustiere sind nicht erlaubt.Haben Sie Fragen, kontaktieren Sie uns bitte."
"1727116426-59","https://www.immoscout24.ch/de/wohnung/mieten/ort-winterthur?pn=7","","","CHF 2’330.–","","4.5 Zimmer, CHF 2’330.– Untere Briggerstrasse 19, 8406 Winterthur4,5 Zimmer-Wohnung nahe der Storchenbrücke per 01.11.2024 Diese gemütliche Wohnung befindet sich in einem familiären Mehrfamilienhaus an bester Lage.Mit dem Velo erreichen Sie den urbanen Stadtteil von Winterthur in nur einer Minute und über die nahegelegene Storchenbrücke sind Sie in acht Minuten in der Altstadt.Die Bushaltestelle Tössfeld befindet sich unmittelbar neben dem Hauseingang und die Autobahneinfahrt Töss ist 1700 Meter entfernt. Das Mehrfamilienhaus wurde 2017 komplett saniert und besteht aus vier Mietparteien.Im Jahr 2024 wurde eine umweltfreundliche Erdsonden Heizanlage installiert. Die Nebenkosten werden dadurch tief gehalten. Ausstattung:- Eingangsbereich und Nasszellen mit BodenplattenWohn- und Schlafzimmer mit Parkettboden- Helle offene, moderne Küche mit Geschirrspüler- Bad/WC mit Waschturm- 2 grosszügige BalkoneEin Aussenparkplatz kann für Fr. 68.- dazu gemietet werden.Haustiere sind nicht erlaubt.Haben Sie Fragen, kontaktieren Sie uns bitte."
"1727116426-60","https://www.immoscout24.ch/de/wohnung/mieten/ort-winterthur?pn=7","","","","4,5 Zimmer-Wohnung nahe der Storchenbrücke per 01.11.2024","4.5 Zimmer, CHF 2’330.– Untere Briggerstrasse 19, 8406 Winterthur4,5 Zimmer-Wohnung nahe der Storchenbrücke per 01.11.2024 Diese gemütliche Wohnung befindet sich in einem familiären Mehrfamilienhaus an bester Lage.Mit dem Velo erreichen Sie den urbanen Stadtteil von Winterthur in nur einer Minute und über die nahegelegene Storchenbrücke sind Sie in acht Minuten in der Altstadt.Die Bushaltestelle Tössfeld befindet sich unmittelbar neben dem Hauseingang und die Autobahneinfahrt Töss ist 1700 Meter entfernt. Das Mehrfamilienhaus wurde 2017 komplett saniert und besteht aus vier Mietparteien.Im Jahr 2024 wurde eine umweltfreundliche Erdsonden Heizanlage installiert. Die Nebenkosten werden dadurch tief gehalten. Ausstattung:- Eingangsbereich und Nasszellen mit BodenplattenWohn- und Schlafzimmer mit Parkettboden- Helle offene, moderne Küche mit Geschirrspüler- Bad/WC mit Waschturm- 2 grosszügige BalkoneEin Aussenparkplatz kann für Fr. 68.- dazu gemietet werden.Haustiere sind nicht erlaubt.Haben Sie Fragen, kontaktieren Sie uns bitte."
"1727116426-61","https://www.immoscout24.ch/de/wohnung/mieten/ort-winterthur?pn=7","2.5 Zimmer, CHF 2’440.–","","","","2.5 Zimmer, CHF 2’440.– Hermann-Götz-Strasse 9, 8400 WinterthurSuchen Sie eine moderne, ruhige Wohnung in unmittelbarer Nähe zur Altstadt? Suchen Sie eine moderne, ruhige Wohnung in unmittelbarer Nähe zur Altstadt? Dann haben wir genau das Richtige für Sie! Wir vermieten eine moderne 2½-Zimmer-Wohnung in einem ruhigen Quartier in unmittelbarer Umgebung zur Altstadt von Winterthur. Das Objekt bietet für Singles, Paare oder Rentner eine tolle Möglichkeit sich mitten in Winterthur niederzulassen.Folgende Eigenschaften zeichnen die Wohnung aus:- helle Parkettböden in Wohn- und Schlafzimmer- elegante Plattenböden in den Badezimmern und Küche- moderne Küche mit grosszügigem Stauraum- tolle Raumaufteilung- zwei moderne Badezimmer (Badewanne/WC/Lavabo und Dusche/Lavabo)- eigene Waschmaschinen-/Tumblergeräte in der Wohnung- heller, ruhiger Balkon- viel zusätzlicher Stauraum (Estrich und Kellerabteil)- Aussen-Parkplatz vor der Liegenschaft vorhanden (dieser wird für CHF 60.00 dazu gemietet)Haben wir Ihr Interesse geweckt?Gerne stehen wir Ihnen für weitere Informationen oder einen unverbindlichen Besichtigungstermin zur Verfügung.Ihre Manser Immo GmbH"
"1727116426-62","https://www.immoscout24.ch/de/wohnung/mieten/ort-winterthur?pn=7","","Hermann-Götz-Strasse 9, 8400 Winterthur","","","2.5 Zimmer, CHF 2’440.– Hermann-Götz-Strasse 9, 8400 WinterthurSuchen Sie eine moderne, ruhige Wohnung in unmittelbarer Nähe zur Altstadt? Suchen Sie eine moderne, ruhige Wohnung in unmittelbarer Nähe zur Altstadt? Dann haben wir genau das Richtige für Sie! Wir vermieten eine moderne 2½-Zimmer-Wohnung in einem ruhigen Quartier in unmittelbarer Umgebung zur Altstadt von Winterthur. Das Objekt bietet für Singles, Paare oder Rentner eine tolle Möglichkeit sich mitten in Winterthur niederzulassen.Folgende Eigenschaften zeichnen die Wohnung aus:- helle Parkettböden in Wohn- und Schlafzimmer- elegante Plattenböden in den Badezimmern und Küche- moderne Küche mit grosszügigem Stauraum- tolle Raumaufteilung- zwei moderne Badezimmer (Badewanne/WC/Lavabo und Dusche/Lavabo)- eigene Waschmaschinen-/Tumblergeräte in der Wohnung- heller, ruhiger Balkon- viel zusätzlicher Stauraum (Estrich und Kellerabteil)- Aussen-Parkplatz vor der Liegenschaft vorhanden (dieser wird für CHF 60.00 dazu gemietet)Haben wir Ihr Interesse geweckt?Gerne stehen wir Ihnen für weitere Informationen oder einen unverbindlichen Besichtigungstermin zur Verfügung.Ihre Manser Immo GmbH"
"1727116426-63","https://www.immoscout24.ch/de/wohnung/mieten/ort-winterthur?pn=7","","","CHF 2’440.–","","2.5 Zimmer, CHF 2’440.– Hermann-Götz-Strasse 9, 8400 WinterthurSuchen Sie eine moderne, ruhige Wohnung in unmittelbarer Nähe zur Altstadt? Suchen Sie eine moderne, ruhige Wohnung in unmittelbarer Nähe zur Altstadt? Dann haben wir genau das Richtige für Sie! Wir vermieten eine moderne 2½-Zimmer-Wohnung in einem ruhigen Quartier in unmittelbarer Umgebung zur Altstadt von Winterthur. Das Objekt bietet für Singles, Paare oder Rentner eine tolle Möglichkeit sich mitten in Winterthur niederzulassen.Folgende Eigenschaften zeichnen die Wohnung aus:- helle Parkettböden in Wohn- und Schlafzimmer- elegante Plattenböden in den Badezimmern und Küche- moderne Küche mit grosszügigem Stauraum- tolle Raumaufteilung- zwei moderne Badezimmer (Badewanne/WC/Lavabo und Dusche/Lavabo)- eigene Waschmaschinen-/Tumblergeräte in der Wohnung- heller, ruhiger Balkon- viel zusätzlicher Stauraum (Estrich und Kellerabteil)- Aussen-Parkplatz vor der Liegenschaft vorhanden (dieser wird für CHF 60.00 dazu gemietet)Haben wir Ihr Interesse geweckt?Gerne stehen wir Ihnen für weitere Informationen oder einen unverbindlichen Besichtigungstermin zur Verfügung.Ihre Manser Immo GmbH"
"1727116426-64","https://www.immoscout24.ch/de/wohnung/mieten/ort-winterthur?pn=7","","","","Suchen Sie eine moderne, ruhige Wohnung in unmittelbarer Nähe zur Altstadt?","2.5 Zimmer, CHF 2’440.– Hermann-Götz-Strasse 9, 8400 WinterthurSuchen Sie eine moderne, ruhige Wohnung in unmittelbarer Nähe zur Altstadt? Suchen Sie eine moderne, ruhige Wohnung in unmittelbarer Nähe zur Altstadt? Dann haben wir genau das Richtige für Sie! Wir vermieten eine moderne 2½-Zimmer-Wohnung in einem ruhigen Quartier in unmittelbarer Umgebung zur Altstadt von Winterthur. Das Objekt bietet für Singles, Paare oder Rentner eine tolle Möglichkeit sich mitten in Winterthur niederzulassen.Folgende Eigenschaften zeichnen die Wohnung aus:- helle Parkettböden in Wohn- und Schlafzimmer- elegante Plattenböden in den Badezimmern und Küche- moderne Küche mit grosszügigem Stauraum- tolle Raumaufteilung- zwei moderne Badezimmer (Badewanne/WC/Lavabo und Dusche/Lavabo)- eigene Waschmaschinen-/Tumblergeräte in der Wohnung- heller, ruhiger Balkon- viel zusätzlicher Stauraum (Estrich und Kellerabteil)- Aussen-Parkplatz vor der Liegenschaft vorhanden (dieser wird für CHF 60.00 dazu gemietet)Haben wir Ihr Interesse geweckt?Gerne stehen wir Ihnen für weitere Informationen oder einen unverbindlichen Besichtigungstermin zur Verfügung.Ihre Manser Immo GmbH"
"1727116426-65","https://www.immoscout24.ch/de/wohnung/mieten/ort-winterthur?pn=7","2.5 Zimmer, 78m², CHF 1’900.–","","","","2.5 Zimmer, 78m², CHF 1’900.– sulzerallee 75, 8404 WinterthurMöbilierte Wohnung in Winterthur (Untermiete / Befristet) UNTERMIETER*IN gesucht bis Dezember ggf. Januar2 ½-Zimmerwohnung in 8404 WinterthurMöbliert/voll ausgestattet inkl. Trockner, Waschmaschine, Spülmaschine, Internet, TV,... so dass alles mitbenutzen kannst und nichts Neues kaufen musst.Mietpreis CHF 1900.--/Monat (inkl. Nebenkosten)Die Wohnung liegt direkt an der Bushaltestelle Else-Züblin, Neuhegi und Oberwinterthur BF sind in 5-10 Min zu fuss erreichbar.Einkaufsmöglichkeiten wie Migros, Coop, Lidl... sind ebenfalls in ca. 5-10 Minuten erreichbar.Aussen-Parkplatz kann bei Bedarf separat dazu gemietet werden für 65 CHFGerne überlasse ich sie in der Zwischenzeit einer ordentlichen, rücksichtsvollen und zuverlässigen Person."
"1727116426-66","https://www.immoscout24.ch/de/wohnung/mieten/ort-winterthur?pn=7","","sulzerallee 75, 8404 Winterthur","","","2.5 Zimmer, 78m², CHF 1’900.– sulzerallee 75, 8404 WinterthurMöbilierte Wohnung in Winterthur (Untermiete / Befristet) UNTERMIETER*IN gesucht bis Dezember ggf. Januar2 ½-Zimmerwohnung in 8404 WinterthurMöbliert/voll ausgestattet inkl. Trockner, Waschmaschine, Spülmaschine, Internet, TV,... so dass alles mitbenutzen kannst und nichts Neues kaufen musst.Mietpreis CHF 1900.--/Monat (inkl. Nebenkosten)Die Wohnung liegt direkt an der Bushaltestelle Else-Züblin, Neuhegi und Oberwinterthur BF sind in 5-10 Min zu fuss erreichbar.Einkaufsmöglichkeiten wie Migros, Coop, Lidl... sind ebenfalls in ca. 5-10 Minuten erreichbar.Aussen-Parkplatz kann bei Bedarf separat dazu gemietet werden für 65 CHFGerne überlasse ich sie in der Zwischenzeit einer ordentlichen, rücksichtsvollen und zuverlässigen Person."
"1727116426-67","https://www.immoscout24.ch/de/wohnung/mieten/ort-winterthur?pn=7","","","CHF 1’900.–","","2.5 Zimmer, 78m², CHF 1’900.– sulzerallee 75, 8404 WinterthurMöbilierte Wohnung in Winterthur (Untermiete / Befristet) UNTERMIETER*IN gesucht bis Dezember ggf. Januar2 ½-Zimmerwohnung in 8404 WinterthurMöbliert/voll ausgestattet inkl. Trockner, Waschmaschine, Spülmaschine, Internet, TV,... so dass alles mitbenutzen kannst und nichts Neues kaufen musst.Mietpreis CHF 1900.--/Monat (inkl. Nebenkosten)Die Wohnung liegt direkt an der Bushaltestelle Else-Züblin, Neuhegi und Oberwinterthur BF sind in 5-10 Min zu fuss erreichbar.Einkaufsmöglichkeiten wie Migros, Coop, Lidl... sind ebenfalls in ca. 5-10 Minuten erreichbar.Aussen-Parkplatz kann bei Bedarf separat dazu gemietet werden für 65 CHFGerne überlasse ich sie in der Zwischenzeit einer ordentlichen, rücksichtsvollen und zuverlässigen Person."
"1727116426-68","https://www.immoscout24.ch/de/wohnung/mieten/ort-winterthur?pn=7","","","","Möbilierte Wohnung in Winterthur (Untermiete / Befristet)","2.5 Zimmer, 78m², CHF 1’900.– sulzerallee 75, 8404 WinterthurMöbilierte Wohnung in Winterthur (Untermiete / Befristet) UNTERMIETER*IN gesucht bis Dezember ggf. Januar2 ½-Zimmerwohnung in 8404 WinterthurMöbliert/voll ausgestattet inkl. Trockner, Waschmaschine, Spülmaschine, Internet, TV,... so dass alles mitbenutzen kannst und nichts Neues kaufen musst.Mietpreis CHF 1900.--/Monat (inkl. Nebenkosten)Die Wohnung liegt direkt an der Bushaltestelle Else-Züblin, Neuhegi und Oberwinterthur BF sind in 5-10 Min zu fuss erreichbar.Einkaufsmöglichkeiten wie Migros, Coop, Lidl... sind ebenfalls in ca. 5-10 Minuten erreichbar.Aussen-Parkplatz kann bei Bedarf separat dazu gemietet werden für 65 CHFGerne überlasse ich sie in der Zwischenzeit einer ordentlichen, rücksichtsvollen und zuverlässigen Person."
"1727116426-69","https://www.immoscout24.ch/de/wohnung/mieten/ort-winterthur?pn=7","2 Zimmer, CHF 1’666.–","","","","2 Zimmer, CHF 1’666.– Steinberggasse 5, 8400 Winterthur2 Zimmer Wohnung in der Altstadt Winterthur Per sofort oder nach Vereinbarung suche ich nach einem/einer Nachmieter/in für meine renovierte, charmante 2-Zimmer Wohnung im Herzen der Altstadt Winterthur. Die Wohnung liegt im 2. Obergeschoss und ist wie folgt ausgestattet:- moderne Küche mit Geschirrspüler, Kühlschrank mit Gefrierfach, Backofen &amp; Ceran Herdplatte- Bad mit eigener Waschmaschine und Trockner- Gedeckte, Grossräumige und ruhige Loggia- eigenes Kellerabteil- Holzparkett in allen Räumen (exkl. Bad)Einkaufsmöglichkeiten, Bahnhof, Busstation und diverse Restaurants befinden sich in unmittelbarer Gehdistanz (bis maximal 10 Minuten). Die Besichtigung ist am:Donnerstag, 19.09.2024, 16:00 - 19:00Samstag, 21.09.2024, 13:00 - 17:00Ich bitte um eine kurze Voranmeldung."
"1727116426-70","https://www.immoscout24.ch/de/wohnung/mieten/ort-winterthur?pn=7","","Steinberggasse 5, 8400 Winterthur","","","2 Zimmer, CHF 1’666.– Steinberggasse 5, 8400 Winterthur2 Zimmer Wohnung in der Altstadt Winterthur Per sofort oder nach Vereinbarung suche ich nach einem/einer Nachmieter/in für meine renovierte, charmante 2-Zimmer Wohnung im Herzen der Altstadt Winterthur. Die Wohnung liegt im 2. Obergeschoss und ist wie folgt ausgestattet:- moderne Küche mit Geschirrspüler, Kühlschrank mit Gefrierfach, Backofen &amp; Ceran Herdplatte- Bad mit eigener Waschmaschine und Trockner- Gedeckte, Grossräumige und ruhige Loggia- eigenes Kellerabteil- Holzparkett in allen Räumen (exkl. Bad)Einkaufsmöglichkeiten, Bahnhof, Busstation und diverse Restaurants befinden sich in unmittelbarer Gehdistanz (bis maximal 10 Minuten). Die Besichtigung ist am:Donnerstag, 19.09.2024, 16:00 - 19:00Samstag, 21.09.2024, 13:00 - 17:00Ich bitte um eine kurze Voranmeldung."
"1727116426-71","https://www.immoscout24.ch/de/wohnung/mieten/ort-winterthur?pn=7","","","CHF 1’666.–","","2 Zimmer, CHF 1’666.– Steinberggasse 5, 8400 Winterthur2 Zimmer Wohnung in der Altstadt Winterthur Per sofort oder nach Vereinbarung suche ich nach einem/einer Nachmieter/in für meine renovierte, charmante 2-Zimmer Wohnung im Herzen der Altstadt Winterthur. Die Wohnung liegt im 2. Obergeschoss und ist wie folgt ausgestattet:- moderne Küche mit Geschirrspüler, Kühlschrank mit Gefrierfach, Backofen &amp; Ceran Herdplatte- Bad mit eigener Waschmaschine und Trockner- Gedeckte, Grossräumige und ruhige Loggia- eigenes Kellerabteil- Holzparkett in allen Räumen (exkl. Bad)Einkaufsmöglichkeiten, Bahnhof, Busstation und diverse Restaurants befinden sich in unmittelbarer Gehdistanz (bis maximal 10 Minuten). Die Besichtigung ist am:Donnerstag, 19.09.2024, 16:00 - 19:00Samstag, 21.09.2024, 13:00 - 17:00Ich bitte um eine kurze Voranmeldung."
"1727116426-72","https://www.immoscout24.ch/de/wohnung/mieten/ort-winterthur?pn=7","","","","2 Zimmer Wohnung in der Altstadt Winterthur","2 Zimmer, CHF 1’666.– Steinberggasse 5, 8400 Winterthur2 Zimmer Wohnung in der Altstadt Winterthur Per sofort oder nach Vereinbarung suche ich nach einem/einer Nachmieter/in für meine renovierte, charmante 2-Zimmer Wohnung im Herzen der Altstadt Winterthur. Die Wohnung liegt im 2. Obergeschoss und ist wie folgt ausgestattet:- moderne Küche mit Geschirrspüler, Kühlschrank mit Gefrierfach, Backofen &amp; Ceran Herdplatte- Bad mit eigener Waschmaschine und Trockner- Gedeckte, Grossräumige und ruhige Loggia- eigenes Kellerabteil- Holzparkett in allen Räumen (exkl. Bad)Einkaufsmöglichkeiten, Bahnhof, Busstation und diverse Restaurants befinden sich in unmittelbarer Gehdistanz (bis maximal 10 Minuten). Die Besichtigung ist am:Donnerstag, 19.09.2024, 16:00 - 19:00Samstag, 21.09.2024, 13:00 - 17:00Ich bitte um eine kurze Voranmeldung."
